frag_group,first_scan,med_fragmz,med_premz,med_int,rt,compound_name
1,145548,44.0494441986084,62.060028,100,15.4022814166665,Ethanolamine
3,145548,45.03343200683594,62.060028,8.168545810473244,15.4022814166665,Ethanolamine
2,145548,62.05999565124512,62.060028,33.267706396478985,15.4022814166665,Ethanolamine
3,105197,58.065114974975586,76.03926050000001,45.12944486062317,11.043431550000001,Glycine
1,104423,76.03921127319336,76.039238,55.297402934232075,10.986079316667,Glycine
2,104423,76.07560348510742,76.039238,75.5467007050018,10.986079316667,Glycine
2,65893,58.065073013305664,76.07561100000001,67.2824285134612,6.8806604083335,Trimethylamine N-oxide
3,65893,59.07290077209473,76.07561100000001,56.31514531149659,6.8806604083335,Trimethylamine N-oxide
1,65893,76.07561874389648,76.07561100000001,100,6.8806604083335,Trimethylamine N-oxide
2,65583,66.11524963378906,85.132019,55.38266566534966,6.9859461333335,"Trimethylamine N-oxide, 2H9"
3,65583,68.12934112548828,85.132019,56.4687348248799,6.9859461333335,"Trimethylamine N-oxide, 2H9"
1,65583,85.13206481933594,85.132019,100,6.9859461333335,"Trimethylamine N-oxide, 2H9"
1,108995,44.04945373535156,90.054832,100,11.273394516667,beta-Alanine
2,108995,90.05493927001953,90.054817,14.455195900783302,11.29282215,beta-Alanine
1,95397,44.04943656921387,90.054848,100,9.895759349999999,L-Alanine
2,95397,90.05484771728516,90.054871,8.476393172165537,9.895759349999999,L-Alanine
1,97580,47.068260192871094,93.073685,100,10.254141516667001,"L-Alanine, 2H3"
2,97580,93.04473876953125,93.07370399999999,2.799356463403723,10.269782516667,"L-Alanine, 2H3"
6,112649,41.03853797912598,104.07042,10.660275316884487,11.6273904833335,4-Aminobutyric acid
5,112649,43.01778984069824,104.07043,44.91266546528624,11.620305275,4-Aminobutyric acid
2,112649,45.0334415435791,104.07043,68.16295515894869,11.620305275,4-Aminobutyric acid
9,112934,58.06509971618652,104.07048,3.510840600735505,11.61068465,4-Aminobutyric acid
8,113498,68.049530029296875,104.070415,3.772460600802542,11.6303047,4-Aminobutyric acid
3,112649,69.0334358215332,104.07043,48.07484288955335,11.620305275,4-Aminobutyric acid
4,112649,86.05992126464844,104.07043,28.86588216008794,11.620305275,4-Aminobutyric acid
1,112649,87.043975830078125,104.07043,100,11.620305275,4-Aminobutyric acid
7,112649,104.07047271728516,104.070445,6.312398624606158,11.61739295,4-Aminobutyric acid
4,73435,42.03369140625,104.07042,3.7776913009149675,7.621621341666501,Dimethylglycine
6,73121,43.04160690307617,104.070365,1.6614725497508598,7.636644116666499,Dimethylglycine
1,73121,58.0650520324707,104.0704,100,7.6320996916665,Dimethylglycine
5,73121,79.05409622192383,104.070365,1.950859034304996,7.636644116666499,Dimethylglycine
3,73121,104.07052612304688,104.0704,13.306800077754808,7.6320996916665,Dimethylglycine
2,73121,105.06976699829102,104.0704,10.157879466073075,7.6320996916665,Dimethylglycine
3,167078,45.03342628479004,104.10674,4.157763282805385,17.983995041667,Choline
4,167966,58.06512260437012,104.1067,1.2056624020111533,17.983995041667,Choline
2,167078,60.08070182800293,104.10674,14.706422823002622,17.983995041667,Choline
1,167078,104.10688018798828,104.10674,100,17.983995041667,Choline
2,92480,42.03379440307617,106.04974,34.67679788995645,9.623418916667,L-Serine
7,93044,44.0494499206543,106.04979,4.4467947597330975,9.613463108333502,L-Serine
1,92480,60.04434585571289,106.04974,100,9.623418916667,L-Serine
5,93044,70.02864074707031,106.049755,8.17446178297444,9.6321617333335,L-Serine
8,93818,70.06505966186523,106.049735,5.111114147114608,9.651461625,L-Serine
3,92480,88.03938293457031,106.04974,8.35962646912241,9.623418916667,L-Serine
4,92480,88.07563400268555,106.04974,5.805359410550617,9.623418916667,L-Serine
9,92480,106.04983139038086,106.04974,3.192151994238361,9.60935975,L-Serine
6,92480,106.08620071411133,106.04974,5.673835371347797,9.629742425,L-Serine
3,68302,69.04466247558594,112.05035,5.159947062631783,7.1236059166665004,Cytosine
4,68302,94.039947509765625,112.05035,3.387980711091424,7.1236059166665004,Cytosine
2,68302,95.023956298828125,112.05035,12.2720723220647,7.1236059166665004,Cytosine
6,68302,95.08566665649414,112.05031,0.8625508184656987,7.131466175,Cytosine
1,68302,112.05049133300781,112.05035,100,7.1236059166665004,Cytosine
5,68302,112.11225128173828,112.050325,0.955470538314591,7.125540708333,Cytosine
6,49355,43.02902603149414,114.06601,1.5511676624130044,5.164853375,Creatinine
1,49355,44.04942321777344,114.06599,100,5.165342316667,Creatinine
4,49542,47.379520416259766,114.06596,1.297541919646919,5.180468925,Creatinine
7,49355,72.04424667358398,114.06601,0.5755002782187326,5.164853375,Creatinine
3,49355,86.0711898803711,114.06599,17.45766083407288,5.165342316667,Creatinine
2,49355,114.06607818603516,114.06599,66.29120822819681,5.165342316667,Creatinine
5,49355,115.06940460205078,114.06601,1.2683178731653975,5.164853375,Creatinine
1,86320,70.06505966186523,116.07044,100,9.0000845333335,L-Proline
3,86320,71.068359375,116.07048,1.42514673266963,8.9854474666665,L-Proline
2,86320,116.07050323486328,116.07044,13.959005603371217,9.0000845333335,L-Proline
4,68444,72.04214096069336,117.04819,4.391122609010559,7.1450858,"Cytosine, 13C2, 15N3"
3,68315,99.0246467590332,117.04818,11.683505594143668,7.1421586583335,"Cytosine, 13C2, 15N3"
5,68444,99.03763198852539,117.04819,2.3025498065295773,7.1450858,"Cytosine, 13C2, 15N3"
1,68315,117.04827117919922,117.04818,100,7.1421586583335,"Cytosine, 13C2, 15N3"
2,68315,118.08610534667969,117.048165,10.643998996991538,7.1421586583335,"Cytosine, 13C2, 15N3"
5,23161,44.049415588378906,118.03202,19.773441873169585,2.3919836,Homocysteine thiolactone
4,23161,46.99496078491211,118.03202,33.96875307261497,2.3919836,Homocysteine thiolactone
1,23161,56.04945755004883,118.03202,99.3138961627924,2.3919836,Homocysteine thiolactone
8,23161,58.06508255004883,118.03202,10.89504493097136,2.3919836,Homocysteine thiolactone
6,23161,59.07295227050781,118.03202,18.93677503235969,2.3919836,Homocysteine thiolactone
10,23161,73.0106201171875,118.03201,7.560386103601976,2.3910757,Homocysteine thiolactone
9,23310,77.03857803344727,118.03203,8.110795867563404,2.3934304083335,Homocysteine thiolactone
3,23161,90.037139892578125,118.03202,47.920643922459185,2.3919836,Homocysteine thiolactone
7,23161,100.0214729309082,118.03203,5.792759066566006,2.3929764583335,Homocysteine thiolactone
2,23161,118.0862045288086,118.03202,100,2.3919836,Homocysteine thiolactone
3,72494,58.0650634765625,118.086,12.270784550576524,7.562696525,Glycine betaine
2,72494,59.07287788391113,118.086,23.10147384419299,7.562696525,Glycine betaine
5,72494,77.03845596313477,118.085945,0.6299271870084207,7.568210558333501,Glycine betaine
7,72494,118.06510162353516,118.085945,0.379780430371607,7.568210558333501,Glycine betaine
1,72494,118.08623123168945,118.086,100,7.562696525,Glycine betaine
4,72494,119.0895767211914,118.086,2.180397328429456,7.562696525,Glycine betaine
6,72645,127.0134506225586,118.086015,0.6599885268485662,7.5519219583335,Glycine betaine
4,68677,55.05423355102539,118.08608,8.150345710110628,7.121469749999999,L-Valine
5,68154,58.06508445739746,118.086085,9.527646870687903,7.1166697083335,L-Valine
2,68154,59.072914123535156,118.08608,21.201388385856262,7.118431725,L-Valine
3,68154,72.08071517944336,118.08608,16.993080948975425,7.118431725,L-Valine
6,68154,77.03850173950195,118.08607,6.510887249075314,7.118431725,L-Valine
1,68154,118.08622360229492,118.08608,100,7.118431725,L-Valine
3,83809,41.03853988647461,120.06538,13.536010931408587,10.752777033333,L-Homoserine
2,83809,56.049476623535156,120.06538,23.658716838474945,10.752777033333,L-Homoserine
4,83809,57.03348922729492,120.065375,3.333287269555583,10.8100638166665,L-Homoserine
1,83809,84.044342041015625,120.06538,100,10.7860743166665,L-Homoserine
3,83809,41.03853988647461,120.06538,13.536010931408587,10.752777033333,L-Threonine
2,83809,56.049476623535156,120.06538,23.658716838474945,10.752777033333,L-Threonine
4,83809,57.03348922729492,120.065375,3.333287269555583,10.8100638166665,L-Threonine
1,83809,84.044342041015625,120.06538,100,10.7860743166665,L-Threonine
3,83809,41.03853988647461,120.06538,13.536010931408587,10.752777033333,gamma-Amino-beta-hydroxybutyric acid
2,83809,56.049476623535156,120.06538,23.658716838474945,10.752777033333,gamma-Amino-beta-hydroxybutyric acid
4,83809,57.03348922729492,120.065375,3.333287269555583,10.8100638166665,gamma-Amino-beta-hydroxybutyric acid
1,83809,84.044342041015625,120.06538,100,10.7860743166665,gamma-Amino-beta-hydroxybutyric acid
8,83602,45.987117767333984,121.03157,4.332067016179929,8.7052557583335,Dimethylsulfonioacetate
5,83602,46.99494171142578,121.03156,9.210406286621316,8.696288200000001,Dimethylsulfonioacetate
7,83602,59.01270866394043,121.03156,2.7444310814884663,8.696288200000001,Dimethylsulfonioacetate
3,83602,61.01059341430664,121.03156,63.61878538798041,8.696288200000001,Dimethylsulfonioacetate
2,83602,62.018394470214844,121.03156,73.73108711145446,8.696288200000001,Dimethylsulfonioacetate
4,83602,63.02618980407715,121.03156,11.252314781007296,8.696288200000001,Dimethylsulfonioacetate
6,83602,75.02620315551758,121.03156,4.2214936044969695,8.696288200000001,Dimethylsulfonioacetate
9,83843,103.02113342285156,121.031525,1.783951309740333,8.678938516666499,Dimethylsulfonioacetate
10,83843,106.0083999633789,121.031525,1.301270031550865,8.678938516666499,Dimethylsulfonioacetate
1,83602,121.03170776367188,121.03156,100,8.696288200000001,Dimethylsulfonioacetate
17,26691,41.038705825805664,122.026945,0.14441698554470858,2.770175875,L-Cysteine
16,26946,44.01309394836426,122.027,0.24585624944785578,2.775415925,L-Cysteine
13,26691,54.03377914428711,122.026945,0.31817776187709035,2.770175875,L-Cysteine
14,27078,56.049448013305664,122.026925,0.3244243574771415,2.7889867666665,L-Cysteine
15,26946,58.06498146057129,122.027,0.12120346578887992,2.775415925,L-Cysteine
6,26691,60.04439735412598,122.02695,2.3426387913215123,2.7799031000000003,L-Cysteine
3,26691,78.03380584716797,122.02695,4.9813974063951045,2.7799031000000003,L-Cysteine
2,26691,80.04944229125977,122.02695,30.608172452842886,2.7799031000000003,L-Cysteine
12,26691,81.0446548461914,122.02698,0.4558174058784923,2.7731511500000003,L-Cysteine
11,26691,95.060272216796875,122.02695,0.8016741547975116,2.7799031000000003,L-Cysteine
4,26691,96.04439544677734,122.02695,4.853071811233486,2.7799031000000003,L-Cysteine
5,26691,106.02870178222656,122.02695,3.4843039634325192,2.7799031000000003,L-Cysteine
9,27078,122.02676391601563,122.026925,0.7747851013847373,2.7889867666665,L-Cysteine
7,26691,122.07130432128906,122.026945,1.3611516489261686,2.770175875,L-Cysteine
8,26691,122.09637832641602,122.026945,1.1359162486757857,2.770175875,L-Cysteine
1,26691,123.05537796020508,122.02695,100,2.7799031000000003,L-Cysteine
10,26691,124.03925323486328,122.02695,0.7370965512669221,2.7799031000000003,L-Cysteine
3,72652,77.03852081298828,122.096245,12.894055911773307,7.623829975,Phenylethylamine
2,72652,79.0541763305664,122.096245,19.942399558029074,7.623829975,Phenylethylamine
5,73054,95.0490608215332,122.096255,2.63791293253644,7.5915346083335,Phenylethylamine
4,72652,103.0542106628418,122.096245,13.32781025907991,7.623829975,Phenylethylamine
1,72652,105.06978225708008,122.096245,100,7.623829975,Phenylethylamine
6,72652,106.07316589355469,122.096245,2.458405406392044,7.623829975,Phenylethylamine
1,86998,77.10899353027344,123.11442,100,9.076116083333499,"L-Proline, 2H7"
2,86998,123.11450576782227,123.11442,16.089429248204805,9.076116083333499,"L-Proline, 2H7"
3,86998,124.08682250976563,123.11442,6.148373572428439,9.07155305,"L-Proline, 2H7"
4,88453,124.08819580078125,123.11443,4.910386671713666,9.0851783,"L-Proline, 2H7"
3,72495,62.07217025756836,124.09986,10.987041156159467,7.5600821499999995,"Glycine betaine, 13C5, 15N"
2,72495,63.07996940612793,124.09986,22.430659462885174,7.5600821499999995,"Glycine betaine, 13C5, 15N"
5,72646,118.0860824584961,124.099875,0.9761305378594496,7.5520657333334995,"Glycine betaine, 13C5, 15N"
4,72495,124.08681106567383,124.099835,4.9658768671686335,7.5600821499999995,"Glycine betaine, 13C5, 15N"
1,72495,124.09999465942383,124.09986,100,7.5600821499999995,"Glycine betaine, 13C5, 15N"
1,72653,44.0494384765625,126.02174,100,7.5714992500000005,Taurine
3,72653,108.01123809814453,126.02174,26.6261298933225,7.5714992500000005,Taurine
2,72653,126.0218391418457,126.02174,33.7435970256664,7.5714992500000005,Taurine
6,55284,56.049400329589844,126.06604,1.7244028793074713,5.79659945,5-Methylcytosine
8,56840,81.04418182373047,126.06603,0.540402692783283,5.834763916667,5-Methylcytosine
7,55443,81.04459381103516,126.06602,1.370104074753374,5.811295083333,5-Methylcytosine
4,55284,83.060302734375,126.06603,7.8572006525034075,5.805797583333,5-Methylcytosine
3,55284,108.05553817749023,126.06603,7.737229736293548,5.805797583333,5-Methylcytosine
2,55284,109.03956985473633,126.06603,11.829834923563894,5.805797583333,5-Methylcytosine
1,55284,126.06614303588867,126.06603,100,5.805797583333,5-Methylcytosine
5,55443,127.06976318359375,126.06602,1.8237100524817171,5.814235441666501,5-Methylcytosine
3,67360,43.02905082702637,126.13634,6.698194195420751,7.010722875,"L-Valine, 2H8"
4,67360,60.05560874938965,126.13634,4.397570577820297,7.010722875,"L-Valine, 2H8"
9,67360,62.09817886352539,126.13634,0.8670436348600754,7.007046,"L-Valine, 2H8"
6,67360,68.0242919921875,126.13634,3.7919907964773136,7.010722875,"L-Valine, 2H8"
5,67360,80.1309814453125,126.13634,1.5564382710274969,7.010722875,"L-Valine, 2H8"
12,67360,84.04427337646484,126.13634,0.1987896399009691,7.0147130666669995,"L-Valine, 2H8"
2,67360,85.05090713500977,126.13634,46.725207039270074,7.010722875,"L-Valine, 2H8"
11,67872,91.48051071166992,126.136335,0.4292289161933913,7.021142966667,"L-Valine, 2H8"
7,67360,110.04613876342773,126.13634,1.7606553703101657,7.010722875,"L-Valine, 2H8"
8,67360,126.06621932983398,126.13634,2.252334222022454,7.0147130666669995,"L-Valine, 2H8"
1,67360,127.07286834716797,126.13634,100,7.010722875,"L-Valine, 2H8"
10,67872,136.6791229248047,126.136335,1.042734300635551,7.021142966667,"L-Valine, 2H8"
7,26061,54.033700942993164,127.05015,4.693312404082084,2.9000703916664996,Thymine
5,26994,56.04941368103027,127.0502,6.793021480327742,2.8789325666670003,Thymine
6,26061,82.02867126464844,127.05018,4.917967529553357,2.8939012333334997,Thymine
3,26061,84.04429626464844,127.05015,16.857452947924273,2.92760635,Thymine
8,26416,85.94339752197266,127.050095,2.357710256805696,2.92760635,Thymine
4,26416,109.0396842956543,127.05015,13.15836684436061,2.92760635,Thymine
2,26061,110.0235824584961,127.05015,45.69961554019803,2.92760635,Thymine
1,26061,127.05012130737305,127.05015,100,2.92760635,Thymine
3,66958,43.029043197631836,127.07249,4.314248487478274,6.9884792000000004,Melamine
4,66958,60.05551719665527,127.07249,3.058000508640414,6.9884792000000004,Melamine
5,66958,68.02422332763672,127.07249,2.56341839953438,6.9884792000000004,Melamine
2,66958,85.05077362060547,127.07249,40.060736067057334,6.9884792000000004,Melamine
6,66958,110.0461196899414,127.07249,0.9480085630056427,6.9877655999999995,Melamine
1,66958,127.07260513305664,127.07249,100,6.9884792000000004,Melamine
3,82763,56.04938888549805,130.08608,5.734010450647087,8.61129025,Pipecolic acid
1,82763,84.08071517944336,130.08608,100,8.61129025,Pipecolic acid
4,83159,85.08409118652344,130.08606500000002,1.9006429734522652,8.608951900000001,Pipecolic acid
2,82763,130.08619689941406,130.08608,14.245189003747383,8.61129025,Pipecolic acid
5,100071,41.038490295410156,132.06538,6.262696286212227,10.429752749999999,Hydroxyproline
4,100071,58.065128326416016,132.06541000000001,5.833085148238199,10.426358624999999,Hydroxyproline
2,100071,68.049407958984375,132.06541000000001,55.94724875194047,10.426358624999999,Hydroxyproline
1,100071,86.05997085571289,132.06541000000001,100,10.426358624999999,Hydroxyproline
3,100071,132.0654754638672,132.06541000000001,17.144861823566032,10.426358624999999,Hydroxyproline
5,109783,42.03372383117676,132.076515,0.6052587034093144,11.2488573916665,Creatine
4,108967,43.02903747558594,132.07651,10.00975098224304,11.253707091667,Creatine
1,108967,44.0494384765625,132.07651,100,11.253707091667,Creatine
8,109255,86.07112884521484,132.07652,1.0553805312895863,11.2476648083335,Creatine
6,108967,87.05515670776367,132.07651,3.4894379253701002,11.253707091667,Creatine
2,108967,90.05487060546875,132.07651,67.31144546319203,11.253707091667,Creatine
7,108967,114.06607055664063,132.07651,2.1474466129145284,11.253707091667,Creatine
9,108967,115.05006408691406,132.07651,0.9321668804094967,11.253707091667,Creatine
3,108967,132.07664489746094,132.07651,24.40717981676086,11.253707091667,Creatine
8,93780,44.04937744140625,132.10172,0.44524237718362936,9.746318716667,beta-Alaninebetaine
7,94209,45.03338813781738,132.10173,0.5671014464045658,9.733233166666501,beta-Alaninebetaine
2,93780,58.065059661865234,132.10171,12.039050886398469,9.7402178583335,beta-Alaninebetaine
4,93780,59.07289695739746,132.10171,8.836650469902885,9.7402178583335,beta-Alaninebetaine
3,93780,60.08073425292969,132.10171,9.239325790555782,9.7402178583335,beta-Alaninebetaine
5,93780,73.02832794189453,132.10171,5.633158200827037,9.7402178583335,beta-Alaninebetaine
1,93780,132.10189819335938,132.10171,100,9.7402178583335,beta-Alaninebetaine
6,93780,133.1052703857422,132.10171,2.5377193466709844,9.7402178583335,beta-Alaninebetaine
4,50888,41.03852462768555,132.10181,15.480476235854736,5.3543594833335,L-Isoleucine
3,50888,43.05417060852051,132.10179,22.291518072864083,5.3444245333335,L-Isoleucine
2,50888,44.04944038391113,132.10181,46.451534512951696,5.348393424999999,L-Isoleucine
5,51392,69.06977081298828,132.10183,13.182634512180531,5.3555541666665,L-Isoleucine
1,50888,86.09635543823242,132.10181,100,5.348393424999999,L-Isoleucine
4,50888,41.03852462768555,132.10181,15.480476235854736,5.3543594833335,L-Leucine
3,50888,43.05417060852051,132.10179,22.291518072864083,5.3444245333335,L-Leucine
2,50888,44.04944038391113,132.10181,46.451534512951696,5.348393424999999,L-Leucine
5,51392,69.06977081298828,132.10183,13.182634512180531,5.3555541666665,L-Leucine
1,50888,86.09635543823242,132.10181,100,5.348393424999999,L-Leucine
4,89250,43.0178279876709,133.06072,8.748786485738016,9.305011675,L-Asparagine
2,89332,44.0494270324707,133.06071,22.397391864883332,9.259321875000001,L-Asparagine
5,89332,46.02874565124512,133.06074,11.369983979063846,9.257784066666499,L-Asparagine
6,89250,70.02853775024414,133.06068499999998,8.2903900677101,9.4266858666665,L-Asparagine
1,89250,74.02359771728516,133.06070499999998,100,9.2830564166665,L-Asparagine
3,89250,87.05529022216797,133.06071,17.97355001810209,9.278444733333,L-Asparagine
7,93985,87.05616760253906,133.06062,9.032567843066396,9.590724383333,L-Asparagine
1,155397,70.06507873535156,133.09711,100,16.507292891667,L-Ornithine
3,156003,115.08659362792969,133.097065,1.4823313635409092,16.497755474999998,L-Ornithine
2,155397,116.07060241699219,133.09711,7.730435623758083,16.507292891667,L-Ornithine
4,53715,41.03857612609863,133.09881000000001,20.61360704517183,5.837582116667001,"L-Isoleucine, 15N"
5,53715,44.04951477050781,133.0988,15.100245246946091,5.860563966667,"L-Isoleucine, 15N"
2,53261,45.04642868041992,133.09882499999998,44.67560627917827,5.84287725,"L-Isoleucine, 15N"
3,53261,69.06980514526367,133.09882,22.895362896973534,5.8530198583335,"L-Isoleucine, 15N"
6,53261,86.0962905883789,133.09882499999998,9.277964247333465,5.84287725,"L-Isoleucine, 15N"
1,53261,87.0936508178711,133.09882499999998,100,5.84287725,"L-Isoleucine, 15N"
2,106730,43.01780891418457,134.04468,35.50921455716561,11.091390924999999,L-Aspartic acid
3,106730,46.02868843078613,134.04467,25.121988850672462,11.0815217083335,L-Aspartic acid
4,106730,70.028717041015625,134.04468,17.52704664278395,11.091390924999999,L-Aspartic acid
1,106730,74.02360534667969,134.04468,100,11.091390924999999,L-Aspartic acid
5,106730,88.03921127319336,134.04468,23.66897454604952,11.091390924999999,L-Aspartic acid
5,96433,43.01779365539551,135.04721,8.6253391364522,10.006476075,Dimethylsulfoniopropionate
10,96433,44.997074127197266,135.04721,4.815577459281357,10.008164466667,Dimethylsulfoniopropionate
11,97517,44.99745559692383,135.04724,2.6349209738643276,9.958550666667,Dimethylsulfoniopropionate
3,96433,45.03343391418457,135.04721,23.97371306994005,10.006476075,Dimethylsulfoniopropionate
8,96433,46.99493598937988,135.04721,6.689313459572466,10.006476075,Dimethylsulfoniopropionate
6,96433,48.00277137756348,135.04718,5.458973913472807,10.008381383332999,Dimethylsulfoniopropionate
7,96433,55.01775932312012,135.04721,6.208633009048473,10.006476075,Dimethylsulfoniopropionate
9,96433,61.01053237915039,135.04721,4.7880171643033265,10.006476075,Dimethylsulfoniopropionate
2,96433,63.02622413635254,135.04721,82.21706615458363,10.006476075,Dimethylsulfoniopropionate
1,96433,73.02833938598633,135.04721,100,10.006476075,Dimethylsulfoniopropionate
4,96433,135.0472869873047,135.04721,22.79928555559648,10.006476075,Dimethylsulfoniopropionate
4,99056,46.99496078491211,136.0426,5.589629027883351,10.4287039166665,L-Homocysteine
2,99056,56.04946517944336,136.04257,18.601076978417503,10.4823731666665,L-Homocysteine
3,99696,90.0370864868164,136.0426,9.510324927041133,10.560616849999999,L-Homocysteine
5,99056,119.0351791381836,136.0426,8.028662635553651,10.4287039166665,L-Homocysteine
1,99056,136.0617218017578,136.04257,100,10.4823731666665,L-Homocysteine
4,45758,94.03990173339844,136.06153,1.9368255294806422,4.80667885,Adenine
2,45758,119.03507232666016,136.06153,8.96627716640948,4.80667885,Adenine
1,45758,136.0616912841797,136.06153,100,4.80667885,Adenine
3,45758,137.0648193359375,136.06154,2.178636749499815,4.812164241667,Adenine
4,42505,69.03335189819336,137.04570999999999,1.8908677828199294,4.404739125,Allopurinol
3,41680,94.0399169921875,137.0457,5.890315091748357,4.4010903500000005,Allopurinol
1,41680,96.04423522949219,137.0457,7.071253154289337,4.403028266667,Allopurinol
2,41680,110.0348129272461,137.0457,5.099121063519885,4.4010903500000005,Allopurinol
4,67296,94.0398941040039,137.04565,5.063535685311367,7.056181416667,Hypoxanthine
6,69716,94.04100799560547,137.04567,1.904780881312814,7.12893755,Hypoxanthine
2,67296,110.03486633300781,137.04565,8.848451252266011,7.059141466667,Hypoxanthine
5,68145,110.03596496582031,137.04562,4.341833787768096,6.972224583333,Hypoxanthine
3,67296,119.0350456237793,137.04565,7.215002891295397,7.057661441666999,Hypoxanthine
1,67296,137.04568481445313,137.04565,100,7.057661441666999,Hypoxanthine
9,53856,51.02286720275879,138.05475,0.7335177747097628,5.6493967666669995,Homarine
12,53856,53.03858184814453,138.05475,0.452093786481899,5.6493967666669995,Homarine
10,54463,67.05406951904297,138.05476,0.8598701614375275,5.65262605,Homarine
2,53552,78.03375625610352,138.05476,25.190660870334725,5.649785875,Homarine
11,53552,92.04943466186523,138.05476,0.7083913175045393,5.649785875,Homarine
13,53856,93.044647216796875,138.05475,0.509564429395189,5.6493967666669995,Homarine
3,53552,94.06507110595703,138.05476,22.98057762219684,5.649785875,Homarine
4,53552,96.04431533813477,138.05476,8.726532646162113,5.649785875,Homarine
5,53552,106.02864074707031,138.05476,7.057502651979686,5.649785875,Homarine
7,53552,121.0394401550293,138.05476,1.7075870888104525,5.649785875,Homarine
6,53552,124.03921508789063,138.05476,1.8211277547214877,5.649785875,Homarine
1,53552,138.05492401123047,138.05476,100,5.649785875,Homarine
8,53552,139.057861328125,138.05477,2.186948961164065,5.6298418166665005,Homarine
3,77223,92.04944610595703,138.05479,10.992616636301689,8.095694483332998,Trigonelline
2,77223,94.06505966186523,138.05479,13.115190755785413,8.095694483332998,Trigonelline
1,77223,138.05489349365234,138.05479,100,8.095694483332998,Trigonelline
